permit_number,StreetName,Cross Street 1,Cross Street 2,Utility Contractor,Permit Reason,Utility Type,Effective Date,Expiration Date,Status,cnn
16EXC-4574,ELM ST,POLK ST,VAN NESS AVE,M Squared Construction,Reconstruct Pavement,Bulb Out:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,09/12/2016 12:00:00 AM,09/11/2018 12:00:00 AM,APPROVED,5202000
17EXC-1449,POST ST,POLK ST,VAN NESS AVE,Walsh Construction Company,Other,Bulb Out:Other:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Traffic Signal:Sewer,05/25/2017 12:00:00 AM,10/15/2019 12:00:00 AM,APPROVED,10640000
17EXC-5669,16TH ST,ILLINOIS ST,03RD ST,"A & B Construction, Inc.",Install New Service,Electric:AWSS:Sewer,10/30/2017 12:00:00 AM,10/24/2018 12:00:00 AM,APPROVED,696000
17EXC-2883,DOUGLASS ST,CASELLI AVE,19TH ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,4944000
17EXC-2883,HOLLY PARK CIR,APPLETON AVE,ELSIE ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,7007000
17EXC-2883,ALLISON ST,CROSS ST,,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,21477000
17EXC-2883,PIOCHE ST,HARVARD ST,GAMBIER ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,10501000
17EXC-2883,CROSS ST,POPE ST,ALLISON ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,4534000
17EXC-2883,MORSE ST,ALLISON ST,UNNAMED 068,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,9391000
17EXC-2883,COUNTRY CLUB DR,END,,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,23317000
17EXC-2883,ALLISON ST,MORSE ST,BRUNSWICK ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,2198000
17EXC-2883,MISSION ST,ALLISON ST,MOUNT VERNON AVE,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,9182000
17EXC-5669,22ND ST,ILLINOIS ST,,"A & B Construction, Inc.",Install New Service,Electric:AWSS:Sewer,10/30/2017 12:00:00 AM,10/24/2018 12:00:00 AM,APPROVED,23553000
17EXC-2883,WOODHAVEN CT,FOREST KNOLLS DR,END,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,13709000
17EXC-2883,OLMSTEAD ST,BRUSSELS ST,GOETTINGEN ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,9924000
17EXC-2883,DELANO AVE,SANTA YNEZ AVE,,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,22110000
17EXC-2883,ANDOVER ST,EUGENIA AVE,,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,21215000
17EXC-2883,BRUSSELS ST,OLMSTEAD ST,MANSELL ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,3269000
17EXC-2883,ALLISON ST,BRUNSWICK ST,HANOVER ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,2199000
17EXC-2883,BERKSHIRE WAY,BROOKHAVEN LN \ COUNTRY CLUB DR,,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,23328000
17EXC-2883,APPLETON AVE,PATTON ST,HOLLY PARK CIR,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,2376000
17EXC-2883,GAMBIER ST,SILVER AVE,,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,21003000
17EXC-2883,CASELLI AVE,DOUGLASS ST,CLOVER LN,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,3754000
17EXC-2883,SANTA YNEZ AVE,DELANO AVE,SAN JOSE AVE,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,11600000
16EXC-4574,ELLIS ST,POLK ST,VAN NESS AVE,M Squared Construction,Reconstruct Pavement,Bulb Out:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,09/12/2016 12:00:00 AM,09/11/2018 12:00:00 AM,APPROVED,5179000
17EXC-2883,PIOCHE ST,GAMBIER ST,END,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,10502001
17EXC-2883,FOREST KNOLLS DR,WOODHAVEN CT,,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,27032000
17EXC-1449,VAN NESS AVE,CALIFORNIA ST,SACRAMENTO ST,Walsh Construction Company,Other,Bulb Out:Other:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Traffic Signal:Sewer,05/25/2017 12:00:00 AM,10/15/2019 12:00:00 AM,APPROVED,13158201
17EXC-2883,LAUSSAT ST,BUCHANAN ST,WEBSTER ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,8177000
17EXC-5669,20TH ST,ILLINOIS ST,,"A & B Construction, Inc.",Install New Service,Electric:AWSS:Sewer,10/30/2017 12:00:00 AM,10/24/2018 12:00:00 AM,APPROVED,23562000
17EXC-2883,CASELLI AVE,CLOVER ST,YUKON ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,3756000
16EXC-4574,POLK ST,WASHINGTON ST,,M Squared Construction,Reconstruct Pavement,Bulb Out:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,09/12/2016 12:00:00 AM,09/11/2018 12:00:00 AM,APPROVED,25303000
17EXC-2883,COUNTRY CLUB DR,BERKSHIRE WAY \ BROOKHAVEN LN,LANCASTER LN,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,4468000
17EXC-2883,BEACON ST,HARRY ST,DIAMOND ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,2862000
17EXC-1449,PACIFIC AVE,VAN NESS AVE,,Walsh Construction Company,Other,Bulb Out:Other:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Traffic Signal:Sewer,05/25/2017 12:00:00 AM,10/15/2019 12:00:00 AM,APPROVED,26548000
17EXC-2883,MANGELS AVE,CONGO ST,DETROIT ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,8650000
17EXC-2883,CONGO ST,STILLINGS AVE,END,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,4340000
17EXC-2883,APPLETON AVE,MISSION ST,,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,21835000
17EXC-2883,SILVER AVE,MADISON ST,GAMBIER ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,11902000
17EXC-2883,ALLISON ST,HANOVER ST,,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,21449000
17EXC-2883,COUNTRY CLUB DR,LANCASTER LN,HUNTINGTON DR,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,4469000
17EXC-2883,HANOVER ST,UNNAMED 069,ALLISON ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,6664000
17EXC-2883,ALLISON ST,HANOVER ST,END,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,2200000
17EXC-5669,ILLINOIS ST,MARIPOSA ST \ TERRY A FRANCOIS BLVD,18TH ST,"A & B Construction, Inc.",Install New Service,Electric:AWSS:Sewer,10/30/2017 12:00:00 AM,10/24/2018 12:00:00 AM,APPROVED,7166000
17EXC-2883,BUCHANAN ST,LAUSSAT ST,HAIGHT ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,3324000
17EXC-2883,APPLETON AVE,GLADYS ST,,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,21265000
16EXC-4574,CALIFORNIA ST,POLK ST,,M Squared Construction,Reconstruct Pavement,Bulb Out:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,09/12/2016 12:00:00 AM,09/11/2018 12:00:00 AM,APPROVED,25221000
17EXC-2883,HANOVER ST,ALLISON ST,UNNAMED 068,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,6665000
17EXC-2883,STILLINGS AVE,CONGO ST,MALTA DR,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,12189000
17EXC-2883,BUCHANAN ST,WALLER ST,LAUSSAT ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,3323000
17EXC-2883,CORTLAND AVE,WOOL ST,ANDOVER ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,4425000
17EXC-2883,OTSEGO AVE,SANTA YNEZ AVE,,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,22073000
17EXC-5669,ILLINOIS ST,22ND ST,HUMBOLDT ST,"A & B Construction, Inc.",Install New Service,Electric:AWSS:Sewer,10/30/2017 12:00:00 AM,10/24/2018 12:00:00 AM,APPROVED,7170000
17EXC-2883,APPLETON AVE,MISSION ST,GLADYS ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,2374000
17EXC-1449,13TH ST,DUBOCE AVE \ HWY 101 NORTHBOUND RAMP \ MISSION ST \ OTIS ST,,Walsh Construction Company,Other,Bulb Out:Other:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Traffic Signal:Sewer,05/25/2017 12:00:00 AM,10/15/2019 12:00:00 AM,APPROVED,33027000
17EXC-2883,APPLETON AVE,PATTON ST,,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,21260000
16EXC-2919,FULTON ST,MASONIC AVE,,Shaw Pipeline Inc.,Reconstruct Pavement,Bulb Out:Catch Basin:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,07/26/2016 12:00:00 AM,07/25/2018 12:00:00 AM,APPROVED,26379000
17EXC-2883,CASELLI AVE,19TH ST \ MONO ST,EAGLE ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,3759000
17EXC-2883,MISSION ST,APPLETON AVE,HIGHLAND AVE \ LEESE ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,9143000
17EXC-2883,ANDOVER ST,EUGENIA AVE,CORTLAND AVE,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,2277000
17EXC-2883,DANVERS ST,18TH ST,CASELLI AVE,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,4582000
17EXC-1449,OAK ST,VAN NESS AVE,FRANKLIN ST,Walsh Construction Company,Other,Bulb Out:Other:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Traffic Signal:Sewer,05/25/2017 12:00:00 AM,10/15/2019 12:00:00 AM,APPROVED,9750000
17EXC-2883,HARRY ST,LAIDLEY ST \ NOE ST,BEACON ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,6765000
17EXC-1449,FRANCISCO ST,LAGUNA ST,,Walsh Construction Company,Other,Bulb Out:Other:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Traffic Signal:Sewer,05/25/2017 12:00:00 AM,10/15/2019 12:00:00 AM,APPROVED,26755000
17EXC-2883,LAIDLEY ST,HARRY ST \ NOE ST,HARPER ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,8003000
17EXC-2883,BEACON ST,HARRY ST,,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,33370000
17EXC-2883,FOREST KNOLLS DR,WOODHAVEN CT,OAK PARK DR,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,5732000
17EXC-2883,BRUNSWICK ST,ALLISON ST,UNNAMED 068,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,3253000
17EXC-2883,YUKON ST,CASELLI AVE,19TH ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,13787000
17EXC-5669,ILLINOIS ST,20TH ST,22ND ST,"A & B Construction, Inc.",Install New Service,Electric:AWSS:Sewer,10/30/2017 12:00:00 AM,10/24/2018 12:00:00 AM,APPROVED,7169000
17EXC-2883,COUNTRY CLUB DR,OCEAN AVE,HUNTINGTON DR,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,4471000
17EXC-2883,BRUSSELS ST,DWIGHT ST,OLMSTEAD ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,3268000
17EXC-5669,TERRY A FRANCOIS BLVD,SOUTH ST,16TH ST,"A & B Construction, Inc.",Install New Service,Electric:AWSS:Sewer,10/30/2017 12:00:00 AM,10/24/2018 12:00:00 AM,APPROVED,12532005
17EXC-2883,SANTA YNEZ AVE,CAPISTRANO AVE,OTSEGO AVE,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,11598000
17EXC-2883,SILVER AVE,GAMBIER ST,HARVARD ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,11903000
17EXC-2883,GAMBIER ST,SILVER AVE,PIOCHE ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,5989000
17EXC-2883,GAMBIER ST,SILLIMAN ST,FELTON ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,5991000
17EXC-2883,DELANO AVE,SANTA YNEZ AVE,RUDDEN AVE,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,4675000
17EXC-2883,DOUGLASS ST,18TH ST,CASELLI AVE,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,4943000
17EXC-2883,JOOST AVE,CONGO ST,DETROIT ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,7609000
17EXC-2883,COUNTRY CLUB DR,BONNIE BRAE LN,BERKSHIRE WAY \ BROOKHAVEN LN,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,4467000
17EXC-2883,ALLISON ST,BRUNSWICK ST,,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,21454000
17EXC-2883,APPLETON AVE,GLADYS ST,PATTON ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,2375000
17EXC-2883,EUGENIA AVE,ANDOVER ST,MOULTRIE ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,5308000
17EXC-2883,LAIDLEY ST,30TH ST,HARRY ST \ NOE ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,8002101
17EXC-5669,ILLINOIS ST,MARIPOSA ST \ TERRY A FRANCOIS BLVD,,"A & B Construction, Inc.",Install New Service,Electric:AWSS:Sewer,10/30/2017 12:00:00 AM,10/24/2018 12:00:00 AM,APPROVED,23574000
17EXC-2883,COUNTRY CLUB DR,OCEAN AVE,,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,23318000
17EXC-1449,GOLDEN GATE AVE,VAN NESS AVE,FRANKLIN ST,Walsh Construction Company,Other,Bulb Out:Other:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Traffic Signal:Sewer,05/25/2017 12:00:00 AM,10/15/2019 12:00:00 AM,APPROVED,6266000
17EXC-2883,OLMSTEAD ST,GOETTINGEN ST,END,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,9925000
17EXC-2883,CONGO ST,MANGELS AVE,MELROSE AVE,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,4338000
17EXC-2883,WEBSTER ST,WALLER ST,LAUSSAT ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,13522000
17EXC-2883,ALLISON ST,CROSS ST,MORSE ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,2197000
17EXC-2883,GOETTINGEN ST,OLMSTEAD ST,,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,20602000
17EXC-2883,CASELLI AVE,YUKON ST,DANVERS ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,3757000
17EXC-2883,CONGO ST,MONTEREY BLVD,JOOST AVE,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,4336000
17EXC-2883,GIRARD ST,OLMSTEAD ST,,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,20577000
16EXC-4574,GREEN ST,LARKIN ST,POLK ST,M Squared Construction,Reconstruct Pavement,Bulb Out:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,09/12/2016 12:00:00 AM,09/11/2018 12:00:00 AM,APPROVED,6466000
17EXC-1449,NORTH POINT ST,POLK ST,VAN NESS AVE,Walsh Construction Company,Other,Bulb Out:Other:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Traffic Signal:Sewer,05/25/2017 12:00:00 AM,10/15/2019 12:00:00 AM,APPROVED,9697000
17EXC-2883,19TH ST,CASELLI AVE \ MONO ST,MARKET ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,995000
17EXC-2883,OLMSTEAD ST,GIRARD ST,BRUSSELS ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,9923000
17EXC-2883,EUGENIA AVE,WOOL ST,ANDOVER ST,Shaw Pipeline Inc.,Replace Main,Pavement Preservation:Catch Basin:Video:Street / Roadway:Curb Ramp:Sewer,04/09/2018 12:00:00 AM,03/11/2019 12:00:00 AM,APPROVED,5307000
